"SEQ"	"WH"	"DEVID"	"SYSFLG1"	"SYSFLG2"	"SYSFLG3"	"SYSFLG4"	"LOGINID"	"TRDATE"	"TRTYPE"	"OPESEQ"	"RESULT"	"RSNCODE"	"TRUCKNO"	"CUSTNO"	"SHIPPN"	"SHIPQTY"	"TAGTYPE"	"PN"	"CUSTPN"	"QTY"	"TAGSEQ"	"SCANDATE"	"SCANTIME"	"REGISTERED_AT"	"REGISTERED_COMPNAME"	"REGISTERED_COMPCODE"	"SHIPNO"	"CHECKTYPE"	"FILENAME"
6402	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0007"	"0"	"2000"	"0130972"	"10000603"	"               "		"11"	"AE062040-36100M"	"5713A475                 "	10	"0070827"	10-JAN-25	"120012"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6403	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0008"	"0"	"3000"	"0130972"	"10000603"	"               "		"UR"	"AE062040-36100M"	"5713A475                 "	10	"337"	10-JAN-25	"120013"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6404	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0009"	"0"	"2000"	"0130972"	"10000603"	"               "		"11"	"AE062040-36100M"	"5713A475                 "	10	"0070830"	10-JAN-25	"120015"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6424	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0010"	"0"	"3000"	"0130971"	"10000603"	"               "		"UR"	"AE062040-36100M"	"5713A475                 "	10	"329"	10-JAN-25	"120239"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6405	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0010"	"0"	"3000"	"0130972"	"10000603"	"               "		"UR"	"AE062040-36100M"	"5713A475                 "	10	"338"	10-JAN-25	"120016"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6406	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0011"	"0"	"2000"	"0130972"	"10000603"	"               "		"11"	"AE062040-36100M"	"5713A475                 "	10	"0070889"	10-JAN-25	"120024"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6407	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0012"	"0"	"3000"	"0130972"	"10000603"	"               "		"UR"	"AE062040-36100M"	"5713A475                 "	10	"339"	10-JAN-25	"120025"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6408	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0013"	"0"	"2000"	"0130972"	"10000603"	"               "		"11"	"AE062040-36100M"	"5713A475                 "	10	"0070853"	10-JAN-25	"120026"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6409	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0014"	"0"	"3000"	"0130972"	"10000603"	"               "		"UR"	"AE062040-36100M"	"5713A475                 "	10	"340"	10-JAN-25	"120027"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6425	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0011"	"0"	"2000"	"0130971"	"10000603"	"               "		"11"	"AE062040-36100M"	"5713A475                 "	10	"0070895"	10-JAN-25	"120240"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6410	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0015"	"0"	"2000"	"0130972"	"10000603"	"               "		"11"	"AE062040-36100M"	"5713A475                 "	10	"0070509"	10-JAN-25	"120028"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6411	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0016"	"0"	"3000"	"0130972"	"10000603"	"               "		"UR"	"AE062040-36100M"	"5713A475                 "	10	"341"	10-JAN-25	"120029"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6412	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0017"	"0"	"2000"	"0130972"	"10000603"	"               "		"11"	"AE062040-36100M"	"5713A475                 "	10	"0070864"	10-JAN-25	"120030"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6413	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0018"	"0"	"3000"	"0130972"	"10000603"	"               "		"UR"	"AE062040-36100M"	"5713A475                 "	10	"342"	10-JAN-25	"120031"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6414	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0019"	"0"	"2000"	"0130972"	"10000603"	"               "		"11"	"AE062040-36100M"	"5713A475                 "	10	"0070846"	10-JAN-25	"120032"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6426	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0012"	"0"	"3000"	"0130971"	"10000603"	"               "		"UR"	"AE062040-36100M"	"5713A475                 "	10	"330"	10-JAN-25	"120241"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6415	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0020"	"0"	"3000"	"0130972"	"10000603"	"               "		"UR"	"AE062040-36100M"	"5713A475                 "	10	"343"	10-JAN-25	"120033"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6416	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0002"	"0"	"1000"	"0130971"	"10000603"	"               "		"  "	"               "	"                         "		""	10-JAN-25	"120228"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6417	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0003"	"0"	"2000"	"0130971"	"10000603"	"               "		"11"	"AE062040-36100M"	"5713A475                 "	10	"0070851"	10-JAN-25	"120229"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6418	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0004"	"0"	"3000"	"0130971"	"10000603"	"               "		"UR"	"AE062040-36100M"	"5713A475                 "	10	"326"	10-JAN-25	"120230"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6419	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0005"	"0"	"2000"	"0130971"	"10000603"	"               "		"11"	"AE062040-36100M"	"5713A475                 "	10	"0070519"	10-JAN-25	"120231"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6427	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0013"	"0"	"2000"	"0130971"	"10000603"	"               "		"11"	"AE062040-36100M"	"5713A475                 "	10	"0070466"	10-JAN-25	"120246"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6420	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0006"	"0"	"3000"	"0130971"	"10000603"	"               "		"UR"	"AE062040-36100M"	"5713A475                 "	10	"327"	10-JAN-25	"120232"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6421	"01"	"K3"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0007"	"0"	"2000"	"0130971"	"10000603"	"               "		"11"	"AE062040-36100M"	"5713A475                 "	10	"0070427"	10-JAN-25	"120236"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6504	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0031"	"0"	"3000"	"0130972"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"923"	10-JAN-25	"132949"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6505	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0032"	"0"	"2000"	"0130972"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070452"	10-JAN-25	"132950"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6524	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0033"	"0"	"2000"	"0131036"	"10000606"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070234"	10-JAN-25	"133151"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6525	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0034"	"0"	"3000"	"0131036"	"10000606"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"012"	10-JAN-25	"133152"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6506	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0033"	"0"	"3000"	"0130972"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"924"	10-JAN-25	"132951"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6507	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0034"	"0"	"2000"	"0130972"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070192"	10-JAN-25	"132952"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6508	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0035"	"0"	"3000"	"0130972"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"925"	10-JAN-25	"132953"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6509	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0036"	"0"	"2000"	"0130972"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070478"	10-JAN-25	"132954"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6526	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0035"	"0"	"2000"	"0131036"	"10000606"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070163"	10-JAN-25	"133157"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6527	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0036"	"0"	"3000"	"0131036"	"10000606"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"008"	10-JAN-25	"133158"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6510	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0037"	"0"	"3000"	"0130972"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"926"	10-JAN-25	"132955"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6511	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0038"	"0"	"2000"	"0130972"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070495"	10-JAN-25	"132956"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6512	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0039"	"0"	"3000"	"0130972"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"927"	10-JAN-25	"132957"	25-APR-25	"DSTH"	"40040"	"14"	"1"	"20250110.CSV"
6513	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0022"	"0"	"1000"	"0131036"	"10000606"	"               "		"  "	"               "	"                         "		""	10-JAN-25	"133136"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6528	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0037"	"0"	"2000"	"0131036"	"10000606"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070429"	10-JAN-25	"133200"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6529	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0038"	"0"	"3000"	"0131036"	"10000606"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"013"	10-JAN-25	"133201"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6514	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0023"	"0"	"2000"	"0131036"	"10000606"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070508"	10-JAN-25	"133137"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6515	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0024"	"0"	"3000"	"0131036"	"10000606"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"014"	10-JAN-25	"133138"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6516	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0025"	"0"	"2000"	"0131036"	"10000606"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070194"	10-JAN-25	"133139"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6517	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0026"	"0"	"3000"	"0131036"	"10000606"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"010"	10-JAN-25	"133140"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6530	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0039"	"0"	"2000"	"0131036"	"10000606"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070172"	10-JAN-25	"133203"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6531	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0040"	"0"	"3000"	"0131036"	"10000606"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"009"	10-JAN-25	"133204"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6518	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0027"	"0"	"2000"	"0131036"	"10000606"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070588"	10-JAN-25	"133142"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6519	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0028"	"0"	"3000"	"0131036"	"10000606"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"015"	10-JAN-25	"133143"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6520	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0029"	"0"	"2000"	"0131036"	"10000606"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070652"	10-JAN-25	"133144"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6521	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0030"	"0"	"3000"	"0131036"	"10000606"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"011"	10-JAN-25	"133145"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6532	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0014"	"0"	"1000"	"0130969"	"10000603"	"               "		"  "	"               "	"                         "		""	10-JAN-25	"133255"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6533	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0015"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070480"	10-JAN-25	"133257"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6522	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0031"	"0"	"2000"	"0131036"	"10000606"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070174"	10-JAN-25	"133147"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6523	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0032"	"0"	"3000"	"0131036"	"10000606"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"007"	10-JAN-25	"133148"	25-APR-25	"DSTH"	"40040"	"02"	"1"	"20250110.CSV"
6534	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0016"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"902"	10-JAN-25	"133258"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6535	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0017"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070531"	10-JAN-25	"133303"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6536	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0018"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"903"	10-JAN-25	"133304"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6537	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0019"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070489"	10-JAN-25	"133306"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6538	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0020"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"904"	10-JAN-25	"133307"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6539	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0021"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070202"	10-JAN-25	"133312"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6540	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0022"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"905"	10-JAN-25	"133313"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6541	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0023"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070620"	10-JAN-25	"133315"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6655	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0078"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-53400M"	"5713A324                 "	10	"0070100"	10-JAN-25	"134406"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6618	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0041"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-53400M"	"5713A324                 "	10	"429"	10-JAN-25	"134316"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6619	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0042"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-53400M"	"5713A324                 "	10	"0070172"	10-JAN-25	"134317"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6620	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0043"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-53400M"	"5713A324                 "	10	"398"	10-JAN-25	"134319"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6621	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0044"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-53400M"	"5713A324                 "	10	"0070247"	10-JAN-25	"134320"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6622	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0045"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-53400M"	"5713A324                 "	10	"402"	10-JAN-25	"134321"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6623	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0046"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-53400M"	"5713A324                 "	10	"0070174"	10-JAN-25	"134326"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6624	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0047"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-53400M"	"5713A324                 "	10	"406"	10-JAN-25	"134327"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6625	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0048"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-53400M"	"5713A324                 "	10	"0070319"	10-JAN-25	"134328"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6626	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0049"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-53400M"	"5713A324                 "	10	"410"	10-JAN-25	"134329"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6627	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0050"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-53400M"	"5713A324                 "	10	"0070341"	10-JAN-25	"134330"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6628	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0051"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-53400M"	"5713A324                 "	10	"414"	10-JAN-25	"134331"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6629	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0052"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-53400M"	"5713A324                 "	10	"0070156"	10-JAN-25	"134333"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6630	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0053"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-53400M"	"5713A324                 "	10	"418"	10-JAN-25	"134334"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6631	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0054"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-53400M"	"5713A324                 "	10	"0070010"	10-JAN-25	"134335"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6632	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0055"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-53400M"	"5713A324                 "	10	"422"	10-JAN-25	"134336"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6633	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0056"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-53400M"	"5713A324                 "	10	"0070368"	10-JAN-25	"134341"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6634	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0057"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-53400M"	"5713A324                 "	10	"426"	10-JAN-25	"134342"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6635	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0058"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-53400M"	"5713A324                 "	10	"0070106"	10-JAN-25	"134343"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6636	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0059"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-53400M"	"5713A324                 "	10	"430"	10-JAN-25	"134344"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6637	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0060"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-53400M"	"5713A324                 "	10	"0070233"	10-JAN-25	"134345"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6638	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0061"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-53400M"	"5713A324                 "	10	"399"	10-JAN-25	"134346"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6639	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0062"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-53400M"	"5713A324                 "	10	"0070365"	10-JAN-25	"134347"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6640	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0063"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-53400M"	"5713A324                 "	10	"403"	10-JAN-25	"134348"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6641	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0064"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-53400M"	"5713A324                 "	10	"0070377"	10-JAN-25	"134350"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6642	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0065"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-53400M"	"5713A324                 "	10	"407"	10-JAN-25	"134351"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6643	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0066"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-53400M"	"5713A324                 "	10	"0070334"	10-JAN-25	"134352"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6644	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0067"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-53400M"	"5713A324                 "	10	"411"	10-JAN-25	"134353"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6645	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0068"	"0"	"2000"	"0130969"	"10000603"	"               "		"11"	"AE262100-53400M"	"5713A324                 "	10	"0070240"	10-JAN-25	"134355"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
6646	"01"	"K3"	" "	" "	" "	" "	"7"	10-JAN-25	1	"0069"	"0"	"3000"	"0130969"	"10000603"	"               "		"UR"	"AE262100-53400M"	"5713A324                 "	10	"415"	10-JAN-25	"134356"	25-APR-25	"DSTH"	"40040"	"12"	"1"	"20250110.CSV"
